"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Ethos","Island","DEIS","Gaeltacht","M_13_14","F_13_14","T_13_14","xcoord","ycoord","Long","Lat"
766,"12448N","GARDINER STREET CONVENT","GARDINER STREET","DUBLIN 1","","","Dublin","CATHOLIC","N","Y","N",116,188,304,315972,235597,-6.25793,53.3579
767,"12755W","KILDARE PLACE  N S","96 UPPER RATHMINES RD","DUBLIN 6","","","Dublin","CHURCH OF IRELAND","N","N","N",111,110,221,315764,231187,-6.26266,53.3183
768,"13611D","PRESENTATION PRIMARY SCHOOL","BLACKPITTS","DUBLIN 8","","","Dublin","CATHOLIC","N","Y","N",94,213,307,314871,233071,-6.27538,53.3354
769,"13612F","PRESENTATION PRIMARY SCHOOL","TERENURE","DUBLIN 6W","","","Dublin","CATHOLIC","N","N","N",0,576,576,314152,230270,-6.28717,53.3104
770,"13815T","HOWTH RD MXD N S","HOWTH RD","CLONTARF","DUBLIN 3","","Dublin","PRESBYTERIAN","N","N","N",48,50,98,318135,236332,-6.22518,53.364
771,"14463T","ST COLUMBAS N S MXD","NORTH STRAND","DUBLIN 3","","","Dublin","CHURCH OF IRELAND","N","N","N",39,31,70,317077,235694,-6.2413,53.3585
772,"14556D","ST ENDAS PRIMARY SCHOOL","ST ENDAS PRIMARY SCHOOL","WHITEFRIAR ST","DUBLIN 8","","Dublin","CATHOLIC","N","Y","N",63,77,140,315470,233609,-6.26619,53.3401
773,"14717B","RATHGAR N S","RATHGAR","DUBLIN 6","","","Dublin","METHODIST","N","N","N",44,51,95,314989,230671,-6.27447,53.3138
774,"14917J","ZION PARISH PRIMARY SCHOOL","BUSHY PARK ROAD","RATHGAR","DUBLIN 6","","Dublin","CHURCH OF IRELAND","N","N","N",46,50,96,315056,229992,-6.27372,53.3077
775,"14980Q","GLASNEVIN N S","BOTANIC AVENUE","GLASNEVIN","DUBLIN 9","","Dublin","CHURCH OF IRELAND","N","N","N",30,43,73,315362,237197,-6.2665,53.3724
776,"15056L","S N SAN VINSEANN CAILIN","NORTH WILLIAM ST","DUBLIN 1","","","Dublin","CATHOLIC","N","Y","N",0,192,192,316789,235539,-6.24568,53.3572
777,"15253N","ST PATRICKS GIRLS NS","CAMBRIDGE ROAD","DUBLIN 4","","","Dublin","CATHOLIC","N","Y","N",0,164,164,318226,234008,-6.22468,53.3431
778,"15618E","SANDFORD N S","RANELAGH","DUBLIN 6","","","Dublin","CHURCH OF IRELAND","N","N","N",133,103,236,316788,231473,-6.2472,53.3206
779,"15622S","ST PATRICKS NS","CHAPELIZOD VILLAGE","CHAPELIZOD","DUBLIN 20","","Dublin","CATHOLIC","N","N","N",125,102,227,310373,234403,-6.34241,53.3483
780,"15625B","ST CATHERINES WEST N S","DONORE AVENUE","SOUTH CIRCULAR ROAD","DUBLIN 8","","Dublin","CHURCH OF IRELAND","N","N","N",83,78,161,314419,232776,-6.28226,53.3329
781,"15816I","ST VINCENTS INF BOYS","NORTH WILLIAM STREET","DUBLIN 1","","","Dublin","CATHOLIC","N","Y","N",116,0,116,316776,235501,-6.24589,53.3568
782,"15895H","DRUMCONDRA N S","CHURCH AVENUE","DRUMCONDRA","DUBLIN 9","","Dublin","CHURCH OF IRELAND","N","N","N",30,31,61,316564,236854,-6.24858,53.369
783,"15995L","Star of the Sea","SANDYMOUNT","DUBLIN 4","","","Dublin","CATHOLIC","N","N","N",375,0,375,318747,233217,-6.21716,53.3359
784,"16177F","LINDSAY ROAD N S","LINDSAY ROAD","GLASNEVIN","DUBLIN 9","","Dublin","PRESBYTERIAN","N","N","N",53,46,99,315563,236344,-6.2638,53.3647
785,"16567S","ST BRIGIDS CONVENT N S","HADDINGTON ROAD","DUBLIN 4","104","","Dublin","CATHOLIC","N","Y","N",69,239,308,317254,232979,-6.23965,53.3341
786,"16577V","ST BRIGIDS CONVENT","GLASNEVIN","DUBLIN 11","111","","Dublin","CATHOLIC","N","N","N",0,468,468,314809,237658,-6.27464,53.3766
787,"16651H","ST CLARES CONVENT N S","HAROLDS CROSS ROAD","DUBLIN 6W","126","","Dublin","CATHOLIC","N","N","N",188,139,327,314938,232059,-6.27474,53.3263
788,"16659A","ST COLUMBAS CON G & I","IONA ROAD","GLASNEVIN","DUBLIN 9","109","Dublin","CATHOLIC","N","N","N",2,389,391,315641,236554,-6.26255,53.3665
789,"16695E","SCOIL NA MBRATHAR","NORTH BRUNSWICK STREET","DUBLIN 7","107","","Dublin","CATHOLIC","N","Y","N",174,0,174,314803,234723,-6.2758,53.3503
790,"16753P","ST VINCENT DE PAULS GIRLS SCHOOL","GRIFFITH AVENUE","DUBLIN 9","103","","Dublin","CATHOLIC","N","N","N",0,294,294,317855,236964,-6.22915,53.3697
791,"16754R","ST VINCENTS CONVENT INF N S","67 GRIFFITH AVENUE","DUBLIN 9","109","","Dublin","CATHOLIC","N","N","N",191,199,390,317835,236976,-6.22945,53.3698
792,"16759E","S N MHUIRE NA MBRATHAR","MARINO","DUBLIN 9","109","","Dublin","CATHOLIC","N","N","N",297,0,297,317698,237047,-6.23148,53.3705
793,"16786H","ST BRIGIDS PRIMARY SCHOOL","THE COOMBE","DUBLIN 8","108","","Dublin","CATHOLIC","N","Y","N",65,180,245,314956,233419,-6.27397,53.3385
794,"16792C","ST BRIGIDS CONVENT N S","KILLESTER","DUBLIN 5","105","","Dublin","CATHOLIC","N","N","N",0,431,431,319455,237963,-6.20474,53.3783
795,"16860Q","CORPUS CHRISTI N S","HOME FARM ROAD","DRUMCONDRA","DUBLIN 9","109","Dublin","CATHOLIC","N","N","N",0,421,421,316021,237464,-6.25651,53.3746
796,"16964F","SCOIL MHUIRE OGH 1","LORETO COLLEGE","CRUMLIN RD","DUBLIN 12","112","Dublin","CATHOLIC","N","Y","N",0,152,152,313586,232322,-6.29493,53.329
797,"16966J","SCOIL NAISIUNTA STRATFORD","1 ZION ROAD","RATHGAR","DUBLIN 6","106","Dublin","JEWISH","N","N","N",59,52,111,315039,230179,-6.2739,53.3094
798,"16988T","CHRIST THE KING B N S","CABRA","DUBLIN 7","107","","Dublin","CATHOLIC","N","Y","N",83,0,83,314203,236165,-6.28428,53.3633
799,"16989V","CHRIST THE KING G N S","CABRA","DUBLIN 7","107","","Dublin","CATHOLIC","N","Y","N",0,94,94,314162,236173,-6.2849,53.3634
800,"17083B","S N MUIRE GAN SMAL B","INCHICORE","DUBLIN 8","108","","Dublin","CATHOLIC","N","Y","N",181,142,323,311618,233214,-6.32414,53.3374
801,"17104G","ST FRANCIS JUNIOR NATIONAL SCHOOL","PRIORSWOOD","DUBLIN 17","117","","Dublin","CATHOLIC","N","Y","N",85,86,171,319437,240741,-6.20396,53.4033
802,"17110B","NAOMH LORCAN O TUATHAIL","PLAS SEIBHIL","BAILE ATHA CLIATH 1","101","","Dublin","CATHOLIC","N","Y","N",73,0,73,316992,235069,-6.24281,53.3529
803,"17148D","S N EOIN BAISDE G SEN","SEAFIELD ROAD","CLONTARF","DUBLIN 3","103","Dublin","CATHOLIC","N","N","N",0,424,424,320045,236315,-6.19651,53.3634
804,"17210F","CLOCHAR LUGHAIDH CAILIN","WILLIAMS PARK","RATHMINES","DUBLIN 6","106","Dublin","CATHOLIC","N","N","N",185,185,370,315418,231843,-6.26761,53.3243
805,"17211H","CLOCHAR LUGHAIDH NAOIDH","WILLIAMS PARK","RATHMINES","DUBLIN 6","106","Dublin","CATHOLIC","N","N","N",159,151,310,315483,231860,-6.26663,53.3244
806,"17214N","St. Vincent's Primary School","Christian Brothers","Glasnevin","Dublin 11","","Dublin","CATHOLIC","N","N","N",314,0,314,314874,236635,-6.27404,53.3674
807,"17279S","SCOIL MUIRE","HADDINGTON ROAD","DUBLIN 4","","","Dublin","CATHOLIC","N","Y","N",164,0,164,317228,232976,-6.24004,53.334
808,"17318C","SCOIL AN LEINBH IOSA B","LARKHILL","WHITEHALL","DUBLIN 9","109","Dublin","CATHOLIC","N","N","N",208,0,208,316750,238593,-6.24514,53.3846
809,"17355I","MUIRE NA DEA COIRLE G","MOURNE ROAD","DRIMNAGH","DUBLIN 12","112","Dublin","CATHOLIC","N","Y","N",8,129,137,312081,232390,-6.31748,53.3299
810,"17356K","MUIRE NA DEA COIRLE INF","MOURNE ROAD","DUBLIN 12","112","","Dublin","CATHOLIC","N","Y","N",79,70,149,312183,232437,-6.31594,53.3303
811,"17367P","SCOIL MHUIRE GNS","NAVAN ROAD","DUBLIN 7","107","","Dublin","CATHOLIC","N","N","N",0,430,430,312624,237025,-6.30769,53.3714
812,"17459U","CHRIST THE KING I G","CABRA","DUBLIN 7","107","","Dublin","CATHOLIC","N","Y","N",0,57,57,314115,236166,-6.28561,53.3634
813,"17464N","FIONNBARRA NAOFA B.N.S.,","Kilkieran Road","Cabra West","Dublin 7","","Dublin","CATHOLIC","N","Y","N",135,0,135,313369,236761,-6.29659,53.3689
814,"17465P","DOMINICAN CONVENT GIRLS","CABRA","DUBLIN 7","107","","Dublin","CATHOLIC","N","Y","N",0,155,155,312687,236844,-6.30681,53.3698
815,"17466R","ST CATHERINES INFANT SCHOOL","CABRA","DUBLIN 7","107","","Dublin","CATHOLIC","N","Y","N",47,135,182,312726,236881,-6.30621,53.3701
816,"17603B","SCOIL IOSAGAIN","AUGHAVANNAGH ROAD","CRUMLIN","DUBLIN 12","112","Dublin","CATHOLIC","N","Y","N",101,0,101,314154,232427,-6.28637,53.3298
817,"17683C","MUIRE OG 2 LORETO CON","CRUMLIN ROAD","DUBLIN 12","112","","Dublin","CATHOLIC","N","Y","N",68,147,215,313545,232429,-6.2955,53.3299
818,"17730I","S N NA LANAI GLASA","SEAFIELD AVENUE","CLONTARF","DUBLIN 3","103","Dublin","CHURCH OF IRELAND","N","N","N",131,113,244,320574,236524,-6.18848,53.3652
819,"17732M","SCOIL CHIARAIN","ASCAL UI CHOILEAIN","DOMHNACH CAIRNE","BAILE ATHA CLIATH 5","105","Dublin","CATHOLIC","N","Y","N",118,0,118,318858,237437,-6.21391,53.3737
820,"17881G","SCOIL UI CHONAILL","NTH RICHMOND STREET","DUBLIN 1","101","","Dublin","CATHOLIC","N","Y","N",167,0,167,316484,235643,-6.25023,53.3582
821,"17891J","SCOIL MHUIRE","MOUNT SACKVILLE CONVENT","CHAPELIZOD","DUBLIN 20","120","Dublin","CATHOLIC","N","N","N",0,248,248,309312,235681,-6.3579,53.36
822,"17893N","SANCTA MARIA C B S","SYNGE ST","DUBLIN 8","108","","Dublin","CATHOLIC","N","Y","N",81,0,81,315483,232829,-6.26628,53.3331
823,"17912O","S N EOIN BOSCO BUACH","NAVAN ROAD","DUBLIN 7","107","","Dublin","CATHOLIC","N","N","N",361,0,361,312271,236597,-6.31314,53.3676
824,"17936F","S N EOIN BAISDE B SIN","SEAFIELD RD","CLONTARF","DUBLIN 3","103","Dublin","CATHOLIC","N","N","N",326,0,326,319915,236331,-6.19845,53.3636
825,"17976R","SCOIL ASSAIM B","RAHENY","DUBLIN 5","105","","Dublin","CATHOLIC","N","N","N",272,0,272,321376,238002,-6.17587,53.3783
826,"17977T","SCOIL AINE C","RAHENY","DUBLIN 5","105","","Dublin","CATHOLIC","N","N","N",0,319,319,321340,237986,-6.17642,53.3781
827,"17978V","NAISCOIL IDE","ALL SAINTS DRIVE","RAHENY","DUBLIN 5","105","Dublin","CATHOLIC","N","N","N",163,231,394,321280,237936,-6.17734,53.3777
828,"18137D","S N NAOMH FEARGAL","FINGLAS WEST","DUBLIN 11","","","Dublin","CATHOLIC","N","Y","N",105,0,105,312705,238805,-6.30584,53.3874
829,"18170B","SN MUIRE NA FREASTOGALA","SIURACHA NA CARTHANACHR","BAILE UAILCIN","BAILE ATHA CLIATH 12","","Dublin","CATHOLIC","N","N","N",0,190,190,311189,231564,-6.33116,53.3227
830,"18171D","OUR LADY ASSUMPTION BNS","SIURACHA NA CARTHANACHA","BAILE UAILCIN","BAILE ATHA CLIATH 12","","Dublin","CATHOLIC","N","N","N",236,0,236,311176,231600,-6.33134,53.323
831,"18205R","S N AN PHAROISTE","FINGLAS","DUBLIN 11","","","Dublin","CHURCH OF IRELAND","N","N","N",32,33,65,312922,238893,-6.30255,53.3881
832,"18282M","SN PAROISTE MAITIU NFA","CRANFIELD PLACE","SANDYMOUNT","DUBLIN 4","","Dublin","CHURCH OF IRELAND","N","N","N",106,101,207,318542,233348,-6.22019,53.3371
833,"18360G","SCOIL BHREANDAIN","COOLOCK","DUBLIN 5","","","Dublin","CATHOLIC","N","Y","N",159,0,159,320073,238615,-6.19521,53.3841
834,"18361I","S N CAITRIONA C","COOLOCK","DUBLIN 5","","","Dublin","CATHOLIC","N","Y","N",0,184,184,319941,238691,-6.19717,53.3848
835,"18362K","S N CAITRIONA NAIONAIN","COOLOCK","DUBLIN 5","","","Dublin","CATHOLIC","N","Y","N",94,129,223,319972,238709,-6.1967,53.3849
836,"18386B","MARIST NATIONAL SCHOOL","CLOGHER ROAD","CRUMLIN","DUBLIN 12","","Dublin","CATHOLIC","N","Y","N",87,220,307,313769,231977,-6.2923,53.3258
837,"18455R","OUR LADY OF ASSUMPTION","SIURACHA NA CARTHANACHA","BAILE UAILCIN","BAILE ATHA CLIATH 12","","Dublin","CATHOLIC","N","N","N",0,238,238,311143,231629,-6.33183,53.3233
838,"18477E","SCOIL NA MBRATHAR","FRANCIS STREET","DUBLIN 8","","","Dublin","CATHOLIC","N","Y","N",130,0,130,315044,233719,-6.27254,53.3412
839,"18585H","SN BANRION NA NAINGEAL1","BALLYFERMOT","DUBLIN 10","","","Dublin","CATHOLIC","N","Y","N",128,0,128,309193,234137,-6.36022,53.3462
840,"18632N","S N EOIN BOSCO NAI BUAC","NAVAN RD","DUBLIN 7","","","Dublin","CATHOLIC","N","N","N",257,0,257,312248,236650,-6.31347,53.3681
841,"18646B","SPRINGDALE N S","SPRINGDALE NS","LOUGH DERG RD","RAHENY","DUBLIN 5","Dublin","CHURCH OF IRELAND","N","N","N",106,78,184,321186,238421,-6.17857,53.3821
842,"18682F","ST CANICES B N S","FINGLAS","DUBLIN 11","","","Dublin","CATHOLIC","N","Y","N",431,0,431,313682,239008,-6.29108,53.389
843,"18683H","ST CANICES G N S","FINGLAS","DUBLIN 11","","","Dublin","CATHOLIC","N","Y","N",0,418,418,313367,239027,-6.29581,53.3892
844,"18726W","S N SEOSAMH NA MBRATHAR","FAIRVIEW","DUBLIN 3","","","Dublin","CATHOLIC","N","Y","N",167,0,167,317635,236284,-6.23271,53.3637
845,"18817C","S N BRIGHDE","CULLENSWOOD HOUSE","BR FEADHA CUILINN","RAGHNALLACH","B A C 6","Dublin","CATHOLIC","N","N","N",198,231,429,316181,231568,-6.25627,53.3216
846,"18843D","BAINRION NA N-AINGAL 2","BALLYFERMOT UPPER","DUBLIN 10","","","Dublin","CATHOLIC","N","Y","N",101,0,101,309148,234143,-6.36089,53.3463
847,"18910P","BANTIARNA NA MBUANNA B","BAILE MUNNA","DUBLIN 9","","","Dublin","CATHOLIC","N","Y","N",185,0,185,315345,238989,-6.26611,53.3885
848,"18911R","BANTIARNA NA MBUANNA G","BAILE MUNNA","DUBLIN 9","","","Dublin","CATHOLIC","N","Y","N",0,155,155,315264,239027,-6.26731,53.3888
849,"18968A","ST MALACHYS B N S","EDENMORE","RAHENY","DUBLIN 5","","Dublin","CATHOLIC","N","Y","N",217,0,217,321101,239074,-6.17959,53.3879
850,"18969C","ST EITHNES SENIOR G N S","EDENMORE","RAHENY","DUBLIN 5","","Dublin","CATHOLIC","N","Y","N",0,135,135,321083,239222,-6.17981,53.3893
851,"19006Q","EOIN BAISDE B SOIS","SEAFIELD RD","CLONTARF","DUBLIN 3","","Dublin","CATHOLIC","N","N","N",327,0,327,320068,236294,-6.19617,53.3632
852,"19007S","EOIN BAISDE C NAOIDH","SEAFIELD ROAD","CLONTARF","DUBLIN 3","","Dublin","CATHOLIC","N","N","N",0,259,259,319916,236314,-6.19844,53.3634
853,"19015R","ST JOSEPHS G N S","BARRY AVENUE","FINGLAS WEST","DUBLIN 11","","Dublin","CATHOLIC","N","Y","N",0,196,196,312515,239736,-6.30836,53.3958
854,"19037E","ST MONICAS N S","EDENMORE","RAHENY","DUBLIN 5","","Dublin","CATHOLIC","N","Y","N",0,65,65,321096,239206,-6.17962,53.3891
855,"19197D","ST KEVINS B N S","BARRY AVENUE","FINGLAS NORTH-WEST","DUBLIN 11","","Dublin","CATHOLIC","N","Y","N",173,0,173,312480,239642,-6.30892,53.3949
856,"19208F","HOLY SPIRIT B N S","SILLOGE RD","BAILE MUNNA","ATHA CLIATH 11","","Dublin","CATHOLIC","N","Y","N",338,0,338,315137,239790,-6.26894,53.3957
857,"19209H","SN AN SPIORAID NAIOMH C","SILLOGUE RD","BALLYMUN","DUBLIN 11","","Dublin","CATHOLIC","N","Y","N",0,273,273,315058,239755,-6.27014,53.3954
858,"19242F","OUR LADY OF VICTORIES INFANT N S","BALLYMUN ROAD","DUBLIN 9","","","Dublin","CATHOLIC","N","Y","N",122,124,246,315376,238991,-6.26564,53.3885
859,"19297H","CROMCASTLE GREEN B N S","KILMORE RD WEST","ARTANE","DUBLIN 5","","Dublin","CATHOLIC","N","Y","N",218,0,218,318461,239785,-6.21899,53.3949
860,"19298J","SCOIL NAIS IDE CAILINI","KILMORE ROAD WEST","ARTANE","DUBLIN 5","","Dublin","CATHOLIC","N","Y","N",0,185,185,318459,239752,-6.21903,53.3946
861,"19302U","SN NA MAIGHDINE MUIRE B","BALLYMUN","DUBLIN 9","","","Dublin","CATHOLIC","N","Y","N",131,0,131,315766,239780,-6.25949,53.3955
862,"19303W","NA MAIGHDINE MHUIRE","SHANGAN ROAD","BALLYMUN","DUBLIN 9","","Dublin","CATHOLIC","N","Y","N",0,127,127,315727,239787,-6.26007,53.3955
863,"19308J","ST BRIGIDS BOYS N S","HOWTH ROAD","KILLESTER","DUBLIN 5","","Dublin","CATHOLIC","N","N","N",387,0,387,320151,237562,-6.19444,53.3746
864,"19309L","SCOIL NEASAIN","BAILE HARMAIN","BAILE ATH CLIATH 5","","","Dublin","CATHOLIC","N","N","N",126,125,251,320063,238374,-6.19545,53.3819
865,"19395H","SCOIL MOBHI","BOTHAR MOBHI","GLASNAOIN","BAILE ATHA CLIATH 9","","Dublin","CATHOLIC","N","N","N",124,135,259,315643,237299,-6.26225,53.3732
866,"19406J","HOLY TRINITY SEN N S","GRANGE ROAD","DONAGHMEDE","DUBLIN 13","","Dublin","CATHOLIC","N","N","N",179,149,328,322403,240121,-6.15963,53.397
867,"19430G","SCOIL AN TSEACHTAR LAOCH","BALLYMUN ROAD","DUBLIN 11","","","Dublin","CATHOLIC","N","Y","N",106,104,210,315485,239434,-6.26384,53.3924
868,"19431I","ST JOSEPHS JNR","BALCURRIS","BALLYMUN","DUBLIN 11","","Dublin","CATHOLIC","N","Y","N",73,71,144,315088,240365,-6.26947,53.4009
869,"19454U","DARNDALE NS JUNIOR","OUR LADY IMMAC JUN NS","DARNDALE","MALAHIDE ROAD","DUBLIN 17","Dublin","CATHOLIC","N","Y","N",113,95,208,320207,240517,-6.19248,53.4011
870,"19471U","ST PAULS JUNIOR NATIONAL SCHOOL","AYRFIELD","MALAHIDE RD","DUBLIN 13","","Dublin","CATHOLIC","N","N","N",131,102,233,320878,239824,-6.18266,53.3947
871,"19473B","SCOIL BHRIDE","DONAGHMEDE","DUBLIN 13","","","Dublin","CATHOLIC","N","N","N",175,168,343,322370,240109,-6.16013,53.3969
872,"19480V","ST PATRICKS","ST PATRICKS CLOSE","DUBLIN 8","","","Dublin","CHURCH OF IRELAND","N","N","N",20,9,29,315163,233464,-6.27085,53.3389
873,"19489Q","SN NAOMH FINNIN","GLENTIES PARK","RIVERMOUNT","FINGLAS SOUTH","DUBLIN 11","Dublin","CATHOLIC","N","Y","N",149,79,228,312370,238017,-6.31115,53.3804
874,"19496N","SCOIL FHIACHRA SOISIR","BEAUMONT","DUBLIN 5","","","Dublin","CATHOLIC","N","N","N",358,328,686,318038,238890,-6.22568,53.387
875,"19524P","OUR LADY IMMAC SEN N S","OUR LADY IMMAC SEN NS","DARNDALE","DUBLIN 17","","Dublin","CATHOLIC","N","Y","N",133,105,238,320208,240569,-6.19244,53.4016
876,"19538D","ST KEVINS JUNIOR N S","NEWBROOK AVE","DONAGHMEDE","DUBLIN 13","","Dublin","CATHOLIC","N","N","N",53,50,103,322589,240047,-6.15686,53.3963
877,"19546C","ST OLIVER PLUNKETT N S","ST OLIVER PLUNKETT NS","ST HELENAS DRIVE","FINGLAS","DUBLIN 11","Dublin","CATHOLIC","N","Y","N",91,57,148,313187,238175,-6.29882,53.3816
878,"19583I","ST JOSEPHS SENIOR N S","ST JOSEPHS SENIOR NS","BALCURRIS","BALLYMUN","DUBLIN 11","Dublin","CATHOLIC","N","Y","N",59,70,129,314989,240391,-6.27094,53.4011
879,"19589U","GAELSCOIL INSE CHOR","DROICHEAD NA HINSE","BAILE ATHA CLIATH 8","","","Dublin","CATHOLIC","N","N","N",134,102,236,312485,233948,-6.31087,53.3438
880,"19611K","SCOIL NAOMH COLMCILLE","NEWBROOK RD","DONAGHMEDE","DUBLIN 13","","Dublin","CATHOLIC","N","N","N",84,49,133,322491,240071,-6.15832,53.3966
881,"19618B","ST PAULS SEN NS","AYRFIELD","MALAHIDE RD","DUBLIN 13","","Dublin","CATHOLIC","N","N","N",121,112,233,320869,239856,-6.18278,53.395
882,"19619D","ST MALACHYS NS","RIVERMOUNT","FINGLAS","DUBLIN 11","","Dublin","CATHOLIC","N","Y","N",75,60,135,313184,238235,-6.29885,53.3822
883,"19628E","ST FIACHRAS SEN N S","BEAUMONT","MONTROSE","DUBLIN 5","","Dublin","CATHOLIC","N","N","N",312,307,619,318186,238945,-6.22344,53.3874
884,"19661C","ST GABRIELS NS","DOMINICAN CAMPUS","BALLYFERMOT","DUBLIN 10","","Dublin","CATHOLIC","N","Y","N",67,143,210,310125,233774,-6.34635,53.3427
885,"19662E","ST MICHAELS NS","DOMINICAN CONVENT","BALLYFERMOT","DUBLIN 10","","Dublin","CATHOLIC","N","Y","N",73,206,279,310073,233818,-6.34712,53.3431
886,"19663G","ST RAPHAELS NS","DOMINICAN CONVENT","BALLYFERMOT","DUBLIN 10","","Dublin","CATHOLIC","N","Y","N",63,165,228,310097,233797,-6.34677,53.3429
887,"19668Q","ST FRANCIS SENIOR N S","PRIORSWOOD","DUBLIN 17","","","Dublin","CATHOLIC","N","Y","N",110,84,194,319371,240773,-6.20494,53.4036
888,"19669S","LADY OF GOOD COUNSEL NS","MOURNE RD","DRIMNAGH","DUBLIN 12","","Dublin","CATHOLIC","N","Y","N",167,0,167,312148,232374,-6.31649,53.3297
889,"19727G","ST MARYS CENTRAL N S","BELMONT AVENUE","DONNYBROOK","DUBLIN 4","","Dublin","CATHOLIC","N","N","N",113,137,250,317403,231509,-6.23796,53.3208
890,"19764M","OUR LADY OF WAYSIDE N S","BLUEBELL","INCHICORE","DUBLIN 12","","Dublin","CATHOLIC","N","Y","N",62,60,122,310782,232489,-6.33694,53.3311
891,"19774P","ST JOSEPHS MXD N S","EAST WALL","DUBLIN 3","","","Dublin","CATHOLIC","N","Y","N",85,85,170,317986,235235,-6.22783,53.3542
892,"19777V","GAELSCOIL MIDE","BOTHAR AN GHLEANTAIN","GHLAIS CILL BHARROG","BAILE ATHA CLIATH 5","","Dublin","CATHOLIC","N","N","N",120,116,236,322949,238825,-6.15193,53.3853
893,"19831B","SCOIL CHAOIMHIN","SRAID MHAOILBHRIDE","BAILE ATHA CLIATH 1","","","Dublin","CATHOLIC","N","Y","N",20,26,46,316070,234842,-6.25673,53.3511
894,"19837N","DRIMNAGH CASTLE CBS N S","DRIMNAGH CASTLE","DUBLIN 12","","","Dublin","CATHOLIC","N","N","N",444,0,444,311265,231728,-6.32996,53.3241
895,"19845M","NORTH DUBLIN NS PROJECT","BALLYMUN ROAD","DUBLIN 9","","","Dublin","MULTI DENOMINATIONAL","N","N","N",121,107,228,315282,238234,-6.26733,53.3817
896,"19889J","SCOIL COLM","ARMAGH ROAD","CRUMLIN","DUBLIN 12","","Dublin","CATHOLIC","N","Y","N",119,0,119,312837,231349,-6.30651,53.3204
897,"19896G","SCOIL CAITRIONA NA MBRAITHRE","BAGGOT ST","DUBLIN 2","","","Dublin","CATHOLIC","N","Y","N",49,42,91,316902,233182,-6.24486,53.336
898,"19907I","GAELSCOIL MOLOGA","BOTHAR CHLAREVILLE","BAILE ATHA CLIATH 6W","","","Dublin","CATHOLIC","N","N","N",107,109,216,314319,231020,-6.2844,53.3171
899,"19913D","ST JOSEPHS NS","MACROOM ROAD","BONNYBROOK","DUBLIN 17","","Dublin","CATHOLIC","N","Y","N",172,163,335,319566,240142,-6.20225,53.3979
900,"19919P","ST DAVIDS N S","KILMORE ROAD","ARTANE","DUBLIN 5","","Dublin","CATHOLIC","N","N","N",329,0,329,318668,238750,-6.21627,53.3856
901,"19920A","ST JOHN OF GOD N S","KILMORE ROAD","ARTANE","DUBLIN 5","","Dublin","CATHOLIC","N","Y","N",0,178,178,318652,239177,-6.21635,53.3894
902,"19924I","HAROLDS CROSS N S","HAROLDS CROSS","DUBLIN 6W","","","Dublin","CATHOLIC","N","Y","N",155,116,271,314293,231021,-6.28479,53.3171
903,"19926M","GAELSCOIL CHOLAISTE MHUIRE","4 CEARNOG PHARNELL","B.A.C. 1","","","Dublin","CATHOLIC","N","N","N",94,98,192,315771,235090,-6.26113,53.3534
904,"19928Q","RANELAGH MULTI DENOM NS","RANELAGH ROAD","DUBLIN 6","","","Dublin","MULTI DENOMINATIONAL","N","N","N",124,112,236,316137,232116,-6.25673,53.3266
905,"19929S","ST BRIGIDS SENIOR GIRLS","FINGLAS WEST","DUBLIN 11","","","Dublin","CATHOLIC","N","Y","N",11,167,178,312487,238651,-6.30917,53.386
906,"19933J","SCOIL TREASA NAOFA","PETRIE ROAD","DONORE AVENUE","DUBLIN 8","","Dublin","CATHOLIC","N","Y","N",85,63,148,314673,232934,-6.2784,53.3342
907,"19935N","SCOIL EOIN","GREENDALE ROAD","DUBLIN 5","","","Dublin","CATHOLIC","N","Y","N",109,96,205,322667,238984,-6.1561,53.3868
908,"19946S","RUTLAND STREET N S","LOWER RUTLAND STREET","DUBLIN 1","","","Dublin","CATHOLIC","N","Y","N",66,64,130,316406,235196,-6.25156,53.3542
909,"19954R","NORTH BAY EDUCATE TOGETHER NS","GREENDALE AVENUE","KILBARRACK","DUBLIN 5","","Dublin","MULTI DENOMINATIONAL","N","N","N",98,110,208,322972,238805,-6.15159,53.3851
910,"19981U","ST MARYS N S","WINDSOR AVE","FAIRVIEW","DUBLIN 3","","Dublin","CATHOLIC","N","Y","N",56,165,221,317327,236307,-6.23732,53.3639
911,"20012S","GRIFFITH BARRACKS MULTI D SCHOOL","THE OLD GUARDHOUSE","GRIFFITH COLLEGE","SOUTH CIRCULAR ROAD","DUBLIN 8","Dublin","MULTI DENOMINATIONAL","N","N","N",122,120,242,314643,232558,-6.27898,53.3309
912,"20014W","ST AGNES N S","ARMAGH ROAD","CRUMLIN","DUBLIN 12","","Dublin","CATHOLIC","N","Y","N",80,193,273,312854,231206,-6.30631,53.3191
913,"20015B","GAELSCOIL BHAILE MUNNA","187 BOTHAR CHOULTRAI","BAILE MUNNA","BAILE ATHA CLIATH 9","","Dublin","CATHOLIC","N","Y","N",88,98,186,316066,240047,-6.25488,53.3978
914,"20029M","ST BRIGIDS INFANT N S","WELLMOUNT AVENUE","FINGLAS WEST","DUBLIN 11","","Dublin","CATHOLIC","N","Y","N",98,107,205,312540,238682,-6.30836,53.3863
